        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.3034727
                    -175                       1.2423256
                    -170                       1.1789862
                    -165                       1.1142557
                    -160                       1.0489817
                    -155                       0.9840286
                    -150                      0.92025006
                    -145                      0.85846603
                    -140                      0.79944534
                    -135                      0.74389436
                    -130                       0.6924517
                    -125                      0.64568785
                    -120                      0.60410868
                    -115                      0.56816123
                    -110                      0.53824029
                    -105                       0.5146945
                    -100                      0.49783097
                     -95                      0.48791771
                     -90                      0.48518328
                     -85                      0.48981362
                     -80                       0.5019473
                     -75                       0.5216613
                     -70                      0.54896373
                     -65                      0.58377773
                     -60                      0.62592545
                     -55                      0.67511177
                     -50                      0.73090933
                     -45                      0.79274693
                     -40                      0.85990349
                     -35                      0.93150953
                     -30                       1.0065578
                     -25                       1.0839237
                     -20                       1.1623958
                     -15                       1.2407136
                     -10                       1.3176124
                      -5                       1.3918702
                       0                        1.462354
                       5                       1.5280235
                      10                       1.5881246
                      15                       1.6419749
                      20                        1.689143
                      25                       1.7294126
                      30                       1.7627763
                      35                       1.7894218
                      40                       1.8097083
                      45                       1.8241373
                      50                       1.8333198
                      55                       1.8379392
                      60                       1.8387153
                      65                       1.8363682
                      70                       1.8315846
                      75                       1.8249878
                      80                       1.8171122
                      85                       1.8083824
                      90                       1.7990951
                      95                       1.7894258
                     100                       1.7794004
                     105                       1.7689174
                     110                       1.7577519
                     115                       1.7455705
                     120                        1.731952
                     125                       1.7164113
                     130                       1.6984279
                     135                        1.677476
                     140                       1.6530564
                     145                       1.6247276
                     150                       1.5921349
                     155                       1.5550365
                     160                       1.5133246
                     165                       1.4670389
                     170                       1.4163745
                     175                       1.3616799
                     180                       1.3034727

