        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.5275265
                    -175                        1.554059
                    -170                       1.5135959
                    -165                       1.4055042
                    -160                       1.2288671
                    -155                      0.98244232
                    -150                      0.66461407
                    -145                      0.27335163
                    -140                     -0.19380027
                    -135                     -0.73964753
                    -130                      -1.3670863
                    -125                      -2.0784517
                    -120                      -2.8740717
                    -115                      -3.7492554
                    -110                      -4.6883561
                    -105                      -5.6540501
                    -100                       -6.571337
                     -95                      -7.3143644
                     -90                      -7.7238299
                     -85                      -7.6835699
                     -80                      -7.2073025
                     -75                      -6.4272754
                     -70                      -5.5006412
                     -65                      -4.5436951
                     -60                      -3.6231436
                     -55                      -2.7712291
                     -50                       -2.000936
                     -45                      -1.3156804
                     -40                     -0.71456178
                     -35                     -0.19499744
                     -30                      0.24602641
                     -25                      0.61139889
                     -20                      0.90366879
                     -15                       1.1249886
                     -10                       1.2771283
                      -5                       1.3615131
                       0                       1.3792633
                       5                       1.3311717
                      10                        1.217909
                      15                       1.0397821
                      20                      0.79686215
                      25                      0.48893863
                      30                      0.11550322
                      35                     -0.32424687
                      40                     -0.83135368
                      45                      -1.4069318
                      50                      -2.0517794
                      55                      -2.7655627
                      60                      -3.5452067
                      65                      -4.3818613
                      70                      -5.2555224
                      75                      -6.1264861
                      80                      -6.9248386
                      85                      -7.5459514
                      90                      -7.8700524
                      95                      -7.8163474
                     100                      -7.3959887
                     105                      -6.7041101
                     110                      -5.8610634
                     115                      -4.9647344
                     120                      -4.0779489
                     125                      -3.2355043
                     130                      -2.4545937
                     135                      -1.7426383
                     140                      -1.1020635
                     145                     -0.53294893
                     150                    -0.034419046
                     155                      0.39465992
                     160                      0.75535185
                     165                       1.0485127
                     170                       1.2747456
                     175                       1.4343977
                     180                       1.5275265

