        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.3078028
                    -175                       2.3868134
                    -170                        2.446409
                    -165                       2.4872593
                    -160                       2.5104023
                    -155                       2.5172158
                    -150                       2.5093859
                    -145                       2.4888713
                    -140                       2.4578603
                    -135                       2.4187217
                    -130                       2.3739468
                    -125                       2.3260832
                    -120                        2.277661
                    -115                       2.2311121
                    -110                       2.1886855
                    -105                       2.1523634
                    -100                       2.1237803
                     -95                       2.1041534
                     -90                       2.0942278
                     -85                       2.0942427
                     -80                       2.1039157
                     -75                       2.1224599
                     -70                       2.1486176
                     -65                       2.1807168
                     -60                       2.2167432
                     -55                       2.2544221
                     -50                       2.2913061
                     -45                       2.3248619
                     -40                       2.3525535
                     -35                       2.3719186
                     -30                       2.3806366
                     -25                        2.376588
                     -20                       2.3579049
                     -15                       2.3230145
                     -10                       2.2706754
                      -5                       2.2000094
                       0                       2.1105303
                       5                       2.0021568
                      10                       1.8752521
                      15                       1.7306776
                      20                       1.5697652
                      25                       1.3943625
                      30                       1.2068552
                      35                       1.0101839
                      40                       0.8078512
                      45                      0.60391083
                      50                       0.4029299
                      55                      0.20991187
                      60                     0.030168893
                      65                     -0.13086559
                      70                     -0.26788601
                      75                     -0.37601589
                      80                     -0.45113658
                      85                     -0.49020441
                      90                     -0.49150428
                      95                      -0.4548226
                     100                     -0.38144411
                     105                     -0.27405286
                     110                     -0.13649859
                     115                     0.026507215
                     120                      0.20972159
                     125                      0.40768369
                     130                       0.6149824
                     135                      0.82646353
                     140                       1.0373753
                     145                       1.2434594
                     150                       1.4409993
                     155                        1.626837
                     160                       1.7983698
                     165                       1.9535348
                     170                       2.0907866
                     175                       2.2090727
                     180                       2.3078028

