        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.3127195
                    -175                       2.2584163
                    -170                        2.179071
                    -165                       2.0759157
                    -160                        1.950801
                    -155                        1.806142
                    -150                       1.6448929
                    -145                       1.4705127
                    -140                       1.2869183
                    -135                       1.0984224
                    -130                      0.90965275
                    -125                      0.72545039
                    -120                      0.55074378
                    -115                      0.39040005
                    -110                       0.2490553
                    -105                      0.13093079
                    -100                     0.039645721
                     -95                     -0.02195916
                     -90                     -0.05197071
                     -85                    -0.049510534
                     -80                    -0.014780597
                     -75                      0.05093989
                     -70                      0.14537181
                     -65                      0.26535797
                     -60                      0.40702461
                     -55                      0.56596458
                     -50                      0.73742653
                     -45                      0.91649689
                     -40                       1.0982652
                     -35                       1.2779675
                     -30                       1.4511061
                     -25                       1.6135458
                     -20                       1.7615891
                     -15                       1.8920334
                     -10                       2.0022132
                      -5                       2.0900298
                       0                       2.1539909
                       5                       2.1931106
                      10                       2.2071611
                      15                       2.1964404
                      20                       2.1618728
                      25                       2.1049912
                      30                       2.0279276
                      35                       1.9333976
                      40                        1.824674
                      45                       1.7055469
                      50                       1.5802621
                      55                        1.453433
                      60                       1.3299186
                      65                        1.214663
                      70                       1.1124955
                      75                        1.027899
                      80                        0.964759
                      85                      0.92611854
                      90                      0.91396809
                      95                      0.92909316
                     100                      0.97101732
                     105                       1.0380338
                     110                       1.1273307
                     115                       1.2351871
                     120                        1.357212
                     125                       1.4885971
                     130                       1.6243568
                     135                       1.7595391
                     140                       1.8893988
                     145                       2.0095301
                     150                       2.1159643
                     155                       2.2052376
                     160                       2.2744355
                     165                       2.3212214
                     170                       2.3438531
                     175                       2.3411915
                     180                       2.3127195

