        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                        1.306152
                    -175                       1.2075057
                    -170                       1.0500153
                    -165                      0.83256963
                    -160                      0.55411123
                    -155                      0.21365695
                    -150                     -0.18966759
                    -145                     -0.65651981
                    -140                      -1.1870992
                    -135                      -1.7806712
                    -130                      -2.4346826
                    -125                      -3.1431905
                    -120                      -3.8942073
                    -115                      -4.6655419
                    -110                      -5.4191834
                    -105                      -6.0960735
                    -100                      -6.6169975
                     -95                      -6.8986004
                     -90                      -6.8862148
                     -85                      -6.5832575
                     -80                      -6.0490983
                     -75                      -5.3676428
                     -70                      -4.6158628
                     -65                       -3.849914
                     -60                       -3.105395
                     -55                      -2.4028267
                     -50                      -1.7531486
                     -45                       -1.161693
                     -40                       -0.630694
                     -35                     -0.16075967
                     -30                      0.24830456
                     -25                      0.59705834
                     -20                      0.88621001
                     -15                       1.1165248
                     -10                        1.288802
                      -5                       1.4038886
                       0                        1.462708
                       5                       1.4662629
                      10                       1.4159155
                      15                       1.3130879
                      20                       1.1595915
                      25                      0.95766581
                      30                      0.71011389
                      35                        0.420486
                      40                     0.093327576
                      45                      -0.2654939
                      50                     -0.64837731
                      55                      -1.0455099
                      60                      -1.4443915
                      65                      -1.8295118
                      70                      -2.1824449
                      75                      -2.4827094
                      80                      -2.7096942
                      85                      -2.8456232
                      90                      -2.8789346
                      95                      -2.8068482
                     100                      -2.6360806
                     105                      -2.3812257
                     110                       -2.061681
                     115                      -1.6983296
                     120                      -1.3109793
                     125                     -0.91691322
                     130                     -0.53039993
                     135                     -0.16281685
                     140                      0.17693572
                     145                      0.48194361
                     150                      0.74682318
                     155                       0.9673446
                     160                       1.1401397
                     165                       1.2624836
                     170                       1.3321337
                     175                       1.3472116
                     180                        1.306152

