        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.0563828
                    -175                       2.0538635
                    -170                        1.967013
                    -165                       1.7964268
                    -160                       1.5428717
                    -155                       1.2072701
                    -150                      0.79068543
                    -145                      0.29433113
                    -140                     -0.28034883
                    -135                     -0.93144774
                    -130                      -1.6560604
                    -125                       -2.449174
                    -120                      -3.3015216
                    -115                      -4.1956824
                    -110                      -5.0996202
                    -105                      -5.9577586
                    -100                      -6.6836153
                     -95                      -7.1662289
                     -90                      -7.3057863
                     -85                      -7.0681722
                     -80                      -6.5079721
                     -75                      -5.7327235
                     -70                      -4.8494305
                     -65                      -3.9367926
                     -60                      -3.0437575
                     -55                      -2.1980341
                     -50                      -1.4145595
                     -45                     -0.70127779
                     -40                    -0.062533379
                     -35                      0.49909038
                     -30                      0.98183418
                     -25                       1.3843181
                     -20                       1.7053546
                     -15                       1.9438898
                     -10                       2.0990008
                      -5                       2.1699123
                       0                       2.1560086
                       5                       2.0568241
                      10                       1.8720204
                      15                       1.6013519
                      20                       1.2445351
                      25                       0.8011327
                      30                      0.27037594
                      35                     -0.34905693
                      40                      -1.0593018
                      45                      -1.8635794
                      50                      -2.7663939
                      55                      -3.7734389
                      60                      -4.8906532
                      65                      -6.1210249
                      70                      -7.4557308
                      75                      -8.8521008
                      80                      -10.187298
                      85                      -11.199154
                      90                      -11.533099
                      95                      -11.034795
                     100                      -9.9340818
                     105                      -8.5817379
                     110                      -7.2053078
                     115                      -5.9039015
                     120                       -4.709395
                     125                      -3.6265668
                     130                      -2.6512308
                     135                       -1.777344
                     140                     -0.99948927
                     145                     -0.31353807
                     150                      0.28336217
                     155                      0.79302398
                     160                       1.2165007
                     165                       1.5543466
                     170                       1.8068336
                     175                        1.974122
                     180                       2.0563828

