        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.0380017
                    -175                       2.0025306
                    -170                       1.9328017
                    -165                       1.8286317
                    -160                       1.6905488
                    -155                       1.5197926
                    -150                       1.3183719
                    -145                       1.0891423
                    -140                      0.83590688
                    -135                      0.56353607
                    -130                      0.27809684
                    -125                    -0.013031888
                    -120                     -0.30109976
                    -115                     -0.57604481
                    -110                     -0.82675428
                    -105                       -1.041607
                    -100                       -1.209338
                     -95                      -1.3201753
                     -90                      -1.3670679
                     -85                      -1.3467169
                     -80                      -1.2601063
                     -75                      -1.1123653
                     -70                     -0.91199793
                     -65                     -0.66972932
                     -60                     -0.39727575
                     -55                     -0.10629514
                     -50                      0.19235495
                     -45                      0.48904298
                     -40                      0.77553495
                     -35                       1.0449964
                     -30                        1.291901
                     -25                       1.5119013
                     -20                       1.7016952
                     -15                       1.8589061
                     -10                       1.9819851
                      -5                       2.0701337
                       0                       2.1232658
                       5                       2.1418771
                      10                       2.1271598
                      15                       2.0808819
                      20                       2.0053858
                      25                       1.9035721
                      30                       1.7788756
                      35                        1.635235
                      40                       1.4770503
                      45                       1.3091254
                      50                       1.1365902
                      55                      0.96479985
                      60                      0.79920771
                      65                      0.64521034
                      70                      0.50796803
                      75                      0.39220607
                      80                      0.30200809
                      85                      0.24061676
                      90                      0.21026093
                      95                      0.21202442
                     100                      0.24577929
                     105                      0.31018581
                     110                      0.40276316
                     115                      0.52002231
                     120                      0.65764566
                     125                      0.81069468
                     130                      0.97382607
                     135                       1.1414999
                     140                       1.3081677
                     145                       1.4684333
                     150                       1.6171836
                     155                       1.7496907
                     160                        1.861688
                     165                       1.9494246
                     170                       2.0097028
                     175                       2.0399033
                     180                       2.0380017

