        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.3568047
                    -175                       2.3053289
                    -170                        2.226071
                    -165                        2.120408
                    -160                       1.9903849
                    -155                       1.8386609
                    -150                       1.6684807
                    -145                       1.4836335
                    -140                       1.2883984
                    -135                       1.0874712
                    -130                      0.88587247
                    -125                      0.68883198
                    -120                      0.50165234
                    -115                      0.32955103
                    -110                      0.17748588
                    -105                     0.049970502
                    -100                    -0.049110842
                     -95                     -0.11667723
                     -90                     -0.15060073
                     -85                     -0.14981895
                     -80                     -0.11439694
                     -75                    -0.045538052
                     -70                     0.054470258
                     -65                      0.18236214
                     -60                      0.33404605
                     -55                       0.5047902
                     -50                      0.68942538
                     -45                      0.88254962
                     -40                       1.0787218
                     -35                       1.2726343
                     -30                       1.4592603
                     -25                       1.6339713
                     -20                        1.792629
                     -15                       1.9316519
                     -10                       2.0480621
                      -5                       2.1395151
                       0                       2.2043251
                       5                       2.2414128
                      10                       2.2504759
                      15                       2.2317984
                      20                       2.1863497
                      25                       2.1157623
                      30                       2.0223287
                      35                       1.9089922
                      40                       1.7793325
                      45                       1.6375367
                      50                       1.4883508
                      55                       1.3370001
                      60                       1.1890686
                      65                       1.0503279
                      70                       0.9265091
                      75                      0.82302363
                      80                      0.74464569
                      85                      0.69518819
                      90                      0.67721411
                      95                       0.6918168
                     100                       0.7385316
                     105                      0.81536529
                     110                      0.91895902
                     115                       1.0448482
                     120                       1.1877782
                     125                       1.3420329
                     130                        1.501738
                     135                       1.6611187
                     140                       1.8147004
                     145                       1.9574544
                     150                       2.0848975
                     155                       2.1931538
                     160                       2.2789906
                     165                       2.3398375
                     170                       2.3737937
                     175                       2.3796294
                     180                       2.3568047

