        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.2183678
                    -175                       2.2269929
                    -170                       2.2083759
                    -165                       2.1631029
                    -160                       2.0924471
                    -155                       1.9983146
                    -150                       1.8832286
                    -145                       1.7503061
                    -140                       1.6032234
                    -135                       1.4461674
                    -130                       1.2837684
                    -125                       1.1210086
                    -120                      0.96310268
                    -115                      0.81534693
                    -110                      0.68293506
                    -105                      0.57074512
                    -100                      0.48310605
                     -95                       0.4235602
                     -90                      0.39464354
                     -85                      0.39770986
                     -80                      0.43282077
                     -75                      0.49872263
                     -70                      0.59291457
                     -65                      0.71179955
                     -60                      0.85090053
                     -55                       1.0051148
                     -50                        1.168979
                     -45                       1.3369194
                     -40                        1.503473
                     -35                       1.6634671
                     -30                       1.8121575
                     -25                       1.9453281
                     -20                       2.0593562
                     -15                       2.1512526
                     -10                       2.2186811
                      -5                       2.2599651
                       0                       2.2740537
                       5                       2.2606815
                      10                       2.2200097
                      15                       2.1529583
                      20                       2.0610299
                      25                       1.9463217
                      30                       1.8115079
                      35                       1.6598166
                      40                       1.4950001
                      45                       1.3212929
                      50                       1.1433524
                      55                      0.96617726
                      60                      0.79499598
                      65                      0.63512174
                      70                      0.49177129
                      75                      0.36985111
                      80                      0.27372111
                      85                      0.20695354
                      90                      0.17211465
                      95                      0.17057857
                     100                      0.20243987
                     105                      0.26648796
                     110                      0.36028379
                     115                      0.48031451
                     120                      0.62220658
                     125                      0.78097066
                     130                      0.95125182
                     135                       1.1275636
                     140                       1.3044922
                     145                       1.4768638
                     150                       1.6398752
                     155                       1.7891908
                     160                       1.9210119
                     165                       2.0321236
                     170                       2.1199257
                     175                       2.1824518
                     180                       2.2183678

