        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                        2.306294
                    -175                       2.3889526
                    -170                       2.3929782
                    -165                       2.3183998
                    -160                       2.1650007
                    -155                       1.9322879
                    -150                       1.6194467
                    -145                       1.2252973
                    -140                      0.74828789
                    -135                      0.18658661
                    -130                     -0.46160374
                    -125                      -1.1972613
                    -120                       -2.018811
                    -115                      -2.9185339
                    -110                      -3.8755913
                    -105                      -4.8438348
                    -100                      -5.7351458
                     -95                      -6.4106809
                     -90                      -6.7124726
                     -85                      -6.5521466
                     -80                      -5.9806845
                     -75                      -5.1467074
                     -70                      -4.2008798
                     -65                      -3.2464195
                     -60                      -2.3401067
                     -55                      -1.5087743
                     -50                     -0.76315124
                     -45                     -0.10618608
                     -40                      0.46256515
                     -35                      0.94478399
                     -30                       1.3423933
                     -25                       1.6571376
                     -20                       1.8904411
                     -15                       2.0433903
                     -10                       2.1167658
                      -5                       2.1110825
                       0                       2.0266165
                       5                       1.8634591
                      10                       1.6212671
                      15                       1.2995064
                      20                      0.89709156
                      25                       0.4122242
                      30                     -0.15792731
                      35                     -0.81769207
                      40                      -1.5735704
                      45                       -2.435226
                      50                      -3.4169836
                      55                      -4.5401659
                      60                       -5.836885
                      65                      -7.3564362
                      70                       -9.176334
                      75                      -11.420155
                      80                      -14.268964
                      85                      -17.762461
                      90                      -19.978869
                      95                      -17.586296
                     100                      -14.078712
                     105                      -11.230155
                     110                       -8.980038
                     115                       -7.149363
                     120                       -5.617148
                     125                      -4.3075526
                     130                      -3.1722951
                     135                      -2.1798589
                     140                      -1.3092417
                     145                     -0.54624945
                     150                      0.11878755
                     155                      0.69247547
                     160                       1.1793221
                     165                       1.5823899
                     170                       1.9037436
                     175                       2.1447582
                     180                        2.306294

