        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.6024828
                    -175                       1.5939148
                    -170                       1.5706001
                    -165                       1.5331315
                    -160                       1.4824567
                    -155                       1.4198599
                    -150                       1.3469387
                    -145                       1.2655786
                    -140                        1.177922
                    -135                        1.086331
                    -130                      0.99334262
                    -125                      0.90161295
                    -120                      0.81385011
                    -115                       0.7327344
                    -110                      0.66082681
                    -105                      0.60046892
                    -100                      0.55367972
                     -95                      0.52205677
                     -90                      0.50669087
                     -85                      0.50810595
                     -80                      0.52621721
                     -75                      0.56034056
                     -70                      0.60922481
                     -65                      0.67111739
                     -60                      0.74385367
                     -55                      0.82496084
                     -50                      0.91176749
                     -45                       1.0015106
                     -40                       1.0914339
                     -35                       1.1788743
                     -30                       1.2613335
                     -25                        1.336537
                     -20                       1.4024792
                     -15                       1.4574581
                     -10                       1.5001002
                      -5                       1.5293791
                       0                        1.544626
                       5                       1.5455974
                      10                       1.5322842
                      15                       1.5051252
                      20                       1.4649033
                      25                       1.4127454
                      30                       1.3501069
                      35                       1.2787491
                      40                       1.2007108
                      45                        1.118272
                      50                       1.0339074
                      55                      0.95022986
                      60                      0.86992124
                      65                      0.79565058
                      70                      0.72998117
                      75                       0.6752689
                      80                      0.63355733
                      85                      0.60647645
                      90                      0.59515421
                      95                      0.60015023
                     100                      0.62141141
                     105                      0.65827287
                     110                      0.70948542
                     115                      0.77327716
                     120                      0.84744088
                     125                      0.92943908
                     130                       1.0165173
                     135                       1.1058179
                     140                       1.1944869
                     145                       1.2797695
                     150                       1.3590924
                     155                       1.4301302
                     160                       1.4908578
                     165                       1.5395892
                     170                       1.5750037
                     175                       1.5961626
                     180                       1.6024828

