        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.1091886
                    -175                       2.0952595
                    -170                       2.0131373
                    -165                       1.8621702
                    -160                        1.641781
                    -155                       1.3514654
                    -150                      0.99082185
                    -145                      0.55964642
                    -140                      0.05815522
                    -135                     -0.51256091
                    -130                      -1.1496677
                    -125                      -1.8470101
                    -120                      -2.5923911
                    -115                      -3.3632225
                    -110                      -4.1205038
                    -105                      -4.8029794
                    -100                      -5.3276129
                     -95                      -5.6064545
                     -90                      -5.5821975
                     -85                      -5.2600201
                     -80                      -4.7044353
                     -75                      -4.0045578
                     -70                      -3.2406326
                     -65                      -2.4702565
                     -60                      -1.7294848
                     -55                      -1.0389723
                     -50                      -0.4097932
                     -45                      0.15247423
                     -40                      0.64522677
                     -35                       1.0673855
                     -30                       1.4186018
                     -25                       1.6988443
                     -20                       1.9082023
                     -15                       2.0468061
                     -10                       2.1148089
                      -5                       2.1124004
                       0                       2.0398319
                       5                       1.8976177
                      10                       1.6859338
                      15                       1.4055321
                      20                       1.0572442
                      25                      0.64217602
                      30                      0.16182756
                      35                     -0.38169529
                      40                     -0.98530678
                      45                       -1.644293
                      50                      -2.3512201
                      55                      -3.0941728
                      60                      -3.8541012
                      65                      -4.6013076
                      70                      -5.2919754
                      75                      -5.8675081
                      80                      -6.2615237
                      85                      -6.4178073
                      90                      -6.3130921
                      95                      -5.9681972
                     100                      -5.4375579
                     105                       -4.786518
                     110                      -4.0731105
                     115                       -3.340775
                     120                      -2.6188839
                     125                      -1.9261978
                     130                      -1.2744094
                     135                     -0.67083064
                     140                      -0.1201767
                     145                      0.37433369
                     150                      0.81033373
                     155                       1.1859472
                     160                       1.4995957
                     165                        1.749902
                     170                       1.9356447
                     175                       2.0557387
                     180                       2.1091886

