        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.0421826
                    -175                       2.0420594
                    -170                       1.9589361
                    -165                       1.7928931
                    -160                       1.5440444
                    -155                       1.2124938
                    -150                      0.79828298
                    -145                       0.3013503
                    -140                     -0.27845778
                    -135                     -0.94124253
                    -130                      -1.6866184
                    -125                      -2.5126801
                    -120                      -3.4137851
                    -115                      -4.3761024
                    -110                      -5.3693602
                    -105                      -6.3336415
                    -100                      -7.1649374
                     -95                      -7.7176956
                     -90                      -7.8551452
                     -85                      -7.5367035
                     -80                      -6.8502916
                     -75                      -5.9458069
                     -70                      -4.9550756
                     -65                      -3.9633462
                     -60                      -3.0169226
                     -55                      -2.1382474
                     -50                      -1.3371595
                     -45                     -0.61744212
                     -40                     0.019769156
                     -35                      0.57432925
                     -30                       1.0463367
                     -25                       1.4358388
                     -20                       1.7427526
                     -15                       1.9668806
                     -10                       2.1079603
                      -5                       2.1657151
                       0                        2.139892
                       5                       2.0302528
                      10                       1.8366555
                      15                       1.5588582
                      20                       1.1965374
                      25                      0.74913868
                      30                      0.21570986
                      35                     -0.40530708
                      40                       -1.116316
                      45                      -1.9208023
                      50                      -2.8234679
                      55                      -3.8300147
                      60                      -4.9459529
                      65                       -6.172898
                      70                       -7.498702
                      75                      -8.8737679
                      80                      -10.163962
                      85                      -11.099373
                      90                      -11.344973
                      95                      -10.791232
                     100                      -9.6835863
                     105                      -8.3532418
                     110                      -7.0083318
                     115                      -5.7389844
                     120                      -4.5741806
                     125                      -3.5180962
                     130                       -2.566606
                     135                      -1.7138377
                     140                      -0.9545019
                     145                     -0.28453528
                     150                      0.29889352
                     155                      0.79759348
                     160                       1.2126078
                     165                       1.5444531
                     170                       1.7933195
                     175                        1.959226
                     180                       2.0421826

