        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.4099725
                    -175                       2.3507463
                    -170                       2.2593849
                    -165                       2.1373234
                    -160                        1.986726
                    -155                       1.8104399
                    -150                       1.6119758
                    -145                       1.3954773
                    -140                       1.1656779
                    -135                      0.92783863
                    -130                      0.68766411
                    -125                      0.45119235
                    -120                      0.22465499
                    -115                      0.01430708
                    -110                     -0.17377236
                    -105                     -0.33390454
                    -100                     -0.46105065
                     -95                     -0.55105377
                     -90                     -0.60086455
                     -85                     -0.60872917
                     -80                     -0.57431898
                     -75                      -0.4987808
                     -70                      -0.3846985
                     -65                     -0.23596583
                     -60                    -0.057581848
                     -55                      0.14460903
                     -50                      0.36420492
                     -45                      0.59453492
                     -40                      0.82892509
                     -35                       1.0609268
                     -30                       1.2844996
                     -25                       1.4941489
                     -20                       1.6850216
                     -15                       1.8529679
                     -10                       1.9945762
                      -5                       2.1071891
                       0                       2.1889138
                       5                       2.2385606
                      10                       2.2558023
                      15                        2.240948
                      20                       2.1950732
                      25                       2.1199818
                      30                       2.0182038
                      35                       1.8929917
                      40                        1.748313
                      45                       1.5888321
                      50                       1.4198732
                      55                       1.2473504
                      60                       1.0776525
                      65                      0.91746507
                      70                      0.77352135
                      75                       0.6522773
                      80                      0.55952714
                      85                      0.49999262
                      90                      0.47694116
                      95                      0.49188364
                     100                      0.54443424
                     105                       0.6323295
                     110                      0.75162619
                     115                      0.89703142
                     120                       1.0623074
                     125                       1.2406892
                     130                       1.4252648
                     135                       1.6092884
                     140                       1.7864159
                     145                       1.9508662
                     150                       2.0975226
                     155                       2.2219893
                     160                        2.320616
                     165                       2.3905048
                     170                       2.4295064
                     175                       2.4362124
                     180                       2.4099725

