        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.2231603
                    -175                       1.1664634
                    -170                       1.1077814
                    -165                       1.0479167
                    -160                      0.98771179
                    -155                      0.92801698
                    -150                      0.86966024
                    -145                      0.81342243
                    -140                      0.76001898
                    -135                      0.71008893
                    -130                      0.66419101
                    -125                      0.62280593
                    -120                      0.58634327
                    -115                      0.55515114
                    -110                        0.529527
                    -105                      0.50972777
                    -100                      0.49597805
                     -95                      0.48847566
                     -90                      0.48739355
                     -85                      0.49287802
                     -80                      0.50504547
                     -75                      0.52396704
                     -70                       0.5496616
                     -65                       0.5820783
                     -60                      0.62107912
                     -55                      0.66642076
                     -50                       0.7177378
                     -45                      0.77452913
                     -40                      0.83614989
                     -35                      0.90181112
                     -30                      0.97058867
                     -25                       1.0414422
                     -20                       1.1132439
                     -15                        1.184816
                     -10                       1.2549736
                      -5                       1.3225716
                       0                       1.3865495
                       5                       1.4459186
                      10                       1.5000157
                      15                       1.5482013
                      20                       1.5900922
                      25                        1.625512
                      30                       1.6544845
                      35                       1.6772185
                      40                       1.6940846
                      45                        1.705586
                      50                       1.7123254
                      55                       1.7149699
                      60                       1.7142157
                      65                       1.7107541
                      70                       1.7052396
                      75                       1.6982624
                      80                       1.6903247
                      85                       1.6818217
                      90                       1.6730253
                      95                       1.6640906
                     100                       1.6550292
                     105                       1.6457302
                     110                       1.6359636
                     115                       1.6253944
                     120                       1.6136016
                     125                       1.6001011
                     130                       1.5843728
                     135                       1.5658903
                     140                       1.5441518
                     145                       1.5187116
                     150                       1.4892103
                     155                       1.4554008
                     160                       1.4171707
                     165                       1.3745572
                     170                       1.3277551
                     175                       1.2771152
                     180                       1.2231603

