        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.1446076
                    -175                       2.2088537
                    -170                       2.2514375
                    -165                        2.272955
                    -160                        2.274406
                    -155                       2.2571746
                    -150                       2.2230085
                    -145                       2.1739954
                    -140                        2.112534
                    -135                       2.0412974
                    -130                       1.9631861
                    -125                       1.8812684
                    -120                       1.7987054
                    -115                       1.7186607
                    -110                       1.6441937
                    -105                       1.5781417
                    -100                       1.5229949
                     -95                       1.4807744
                     -90                       1.4529229
                     -85                       1.4402224
                     -80                       1.4427364
                     -75                       1.4598106
                     -70                       1.4901021
                     -65                       1.5316533
                     -60                       1.5819971
                     -55                       1.6382825
                     -50                       1.6974086
                     -45                       1.7561572
                     -40                       1.8113154
                     -35                       1.8597825
                     -30                       1.8986594
                     -25                       1.9253198
                     -20                       1.9374654
                     -15                       1.9331675
                     -10                       1.9108972
                      -5                       1.8695484
                       0                       1.8084551
                       5                       1.7274266
                      10                       1.6266774
                      15                       1.5069675
                      20                       1.3695305
                      25                       1.2161117
                      30                       1.0489826
                      35                      0.87095475
                      40                      0.68538627
                      45                      0.49617558
                      50                      0.30773403
                      55                       0.1249256
                      60                    -0.047038282
                      65                     -0.20275986
                      70                     -0.33687815
                      75                     -0.44435028
                      80                     -0.52077323
                      85                     -0.56271239
                      90                     -0.56798673
                      95                     -0.53588969
                     100                     -0.46724272
                     105                     -0.36434671
                     110                     -0.23078606
                     115                    -0.071141368
                     120                      0.10934416
                     125                      0.30509751
                     130                      0.51051112
                     135                       0.7201796
                     140                      0.92907189
                     145                       1.1326433
                     150                       1.3268984
                     155                       1.5084169
                     160                        1.674355
                     165                       1.8224316
                     170                       1.9509055
                     175                       2.0585513
                     180                       2.1446076

