        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.8829663
                    -175                       1.8387019
                    -170                        1.720611
                    -165                       1.5281198
                    -160                       1.2605882
                    -155                      0.91728579
                    -150                      0.49737971
                    -145                  -3.6340091e-05
                    -140                     -0.57581214
                    -135                      -1.2303986
                    -130                      -1.9630801
                    -125                      -2.7703861
                    -120                      -3.6429827
                    -115                      -4.5599584
                    -110                       -5.479401
                    -105                      -6.3262413
                    -100                      -6.9861769
                     -95                      -7.3271763
                     -90                      -7.2620447
                     -85                      -6.8082931
                     -80                      -6.0748247
                     -75                      -5.1925928
                     -70                       -4.263672
                     -65                      -3.3511369
                     -60                      -2.4887936
                     -55                      -1.6929111
                     -50                     -0.97042283
                     -45                     -0.32369177
                     -40                      0.24695634
                     -35                      0.74196306
                     -30                       1.1619404
                     -25                       1.5074192
                     -20                       1.7787691
                     -15                       1.9761966
                     -10                       2.0997748
                      -5                       2.1494794
                       0                       2.1252172
                       5                       2.0268629
                      10                       1.8542011
                      15                       1.6069672
                      20                       1.2848011
                      25                      0.88721303
                      30                      0.41355794
                      35                     -0.13695497
                      40                     -0.76516219
                      45                      -1.4716508
                      50                      -2.2560655
                      55                       -3.115631
                      60                       -4.042188
                      65                      -5.0165897
                      70                      -5.9990969
                      75                      -6.9160975
                      80                      -7.6511572
                      85                      -8.0631918
                      90                      -8.0512671
                      95                      -7.6246404
                     100                      -6.8952192
                     105                      -6.0024403
                     110                       -5.055321
                     115                      -4.1205496
                     120                      -3.2332533
                     125                       -2.409939
                     130                      -1.6574041
                     135                     -0.97782391
                     140                     -0.37140749
                     145                      0.16230022
                     150                       0.6238244
                     155                       1.0135245
                     160                       1.3315325
                     165                       1.5777686
                     170                       1.7519876
                     175                       1.8538276
                     180                       1.8829663

