        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       2.2326011
                    -175                        2.190981
                    -170                       2.1173982
                    -165                       2.0129017
                    -160                       1.8792718
                    -155                       1.7189854
                    -150                       1.5352143
                    -145                       1.3318204
                    -140                       1.1133398
                    -135                      0.88495282
                    -130                       0.6524312
                    -125                      0.42205189
                    -120                      0.20046823
                    -115                   -0.0054722133
                    -110                     -0.18896951
                    -105                     -0.34357152
                    -100                     -0.46351949
                     -95                     -0.54411124
                     -90                     -0.58204078
                     -85                     -0.57566548
                     -80                     -0.52515572
                     -75                      -0.4325001
                     -70                     -0.30135895
                     -65                     -0.13679445
                     -60                     0.055081687
                     -55                      0.26749152
                     -50                      0.49335961
                     -45                       0.7256344
                     -40                       0.9575456
                     -35                       1.1827945
                     -30                       1.3956832
                     -25                       1.5911947
                     -20                       1.7650355
                     -15                       1.9136521
                     -10                       2.0342319
                      -5                       2.1246944
                       0                       2.1836835
                       5                          2.2105
                      10                       2.2052408
                      15                       2.1686028
                      20                       2.1019821
                      25                       2.0074459
                      30                       1.8877288
                      35                       1.7462284
                      40                        1.586995
                      45                       1.4147106
                      50                       1.2346473
                      55                        1.052596
                      60                      0.87475124
                      65                      0.70754012
                      70                      0.55738762
                      75                      0.43041752
                      80                      0.33210326
                      85                      0.26689935
                      90                      0.23790128
                      95                       0.2465751
                     100                      0.29263136
                     105                      0.37403514
                     110                      0.48717433
                     115                      0.62714628
                     120                       0.7881153
                     125                      0.96368803
                     130                       1.1472624
                     135                       1.3323221
                     140                       1.5126646
                     145                       1.6825644
                     150                        1.836881
                     155                       1.9711238
                     160                       2.0814869
                     165                       2.1648645
                     170                       2.2188551
                     175                       2.2417596
                     180                       2.2326011

