        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.2310296
                    -175                       1.1724077
                    -170                       1.1114042
                    -165                       1.0488337
                    -160                      0.98556699
                    -155                      0.92249845
                    -150                      0.86051569
                    -145                      0.80047298
                    -140                      0.74317051
                    -135                      0.68934013
                    -130                       0.6396379
                    -125                      0.59464241
                    -120                      0.55485796
                    -115                      0.52072072
                    -110                      0.49260643
                    -105                      0.47083796
                    -100                      0.45569157
                     -95                      0.44740089
                     -90                      0.44615794
                     -85                      0.45211132
                     -80                       0.4653611
                     -75                       0.4859468
                     -70                      0.51383954
                     -65                      0.54892667
                     -60                      0.59099642
                     -55                       0.6397226
                     -50                       0.6946509
                     -45                      0.75518884
                     -40                      0.82060139
                     -35                      0.89001419
                     -30                      0.96242556
                     -25                        1.036728
                     -20                       1.1117389
                     -15                       1.1862382
                     -10                        1.259012
                      -5                       1.3288982
                       0                         1.39483
                       5                       1.4558264
                      10                       1.5112273
                      15                       1.5604118
                      20                       1.6030173
                      25                        1.638891
                      30                       1.6680828
                      35                       1.6908296
                      40                       1.7075314
                      45                       1.7187219
                      50                       1.7250354
                      55                       1.7271709
                      60                       1.7258568
                      65                       1.7218159
                      70                       1.7157331
                      75                       1.7082271
                      80                       1.6998256
                      85                       1.6909458
                      90                       1.6818773
                      95                       1.6727861
                     100                       1.6636908
                     105                       1.6544805
                     110                       1.6449189
                     115                       1.6346585
                     120                        1.623259
                     125                       1.6102115
                     130                       1.5949654
                     135                       1.5769584
                     140                        1.555649
                     145                       1.5305479
                     150                       1.5012496
                     155                       1.4674598
                     160                       1.4290189
                     165                        1.385919
                     170                       1.3383135
                     175                       1.2865185
                     180                       1.2310296

