        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       1.3131566
                    -175                       1.3020422
                    -170                        1.284095
                    -165                       1.2596058
                    -160                       1.2290299
                    -155                       1.1929845
                    -150                       1.1522445
                    -145                       1.1077368
                    -140                       1.0605316
                    -135                       1.0118293
                    -130                      0.96294188
                    -125                      0.91526633
                    -120                      0.87024986
                    -115                      0.82934571
                    -110                       0.7939605
                    -105                      0.76539475
                    -100                      0.74477973
                     -95                      0.73301522
                     -90                      0.73071329
                     -85                      0.73815647
                     -80                       0.7552602
                     -75                      0.78157314
                     -70                      0.81628647
                     -65                      0.85826715
                     -60                      0.90610925
                     -55                      0.95819934
                     -50                       1.0127909
                     -45                       1.0680827
                     -40                       1.1222954
                     -35                       1.1737441
                     -30                       1.2209007
                     -25                       1.2624464
                     -20                       1.2973108
                     -15                        1.324698
                     -10                       1.3440985
                      -5                       1.3552879
                       0                       1.3583139
                       5                        1.353469
                      10                        1.341283
                      15                       1.3224381
                      20                       1.2977713
                      25                       1.2682252
                      30                       1.2348152
                      35                       1.1986018
                      40                        1.160669
                      45                       1.1221083
                      50                       1.0840049
                      55                       1.0474259
                      60                        1.013406
                      65                      0.98292904
                      70                      0.95690475
                      75                      0.93614026
                      80                      0.92130788
                      85                       0.9129121
                      90                      0.91125949
                      95                      0.91643611
                     100                      0.92828766
                     105                      0.94642365
                     110                      0.97022614
                     115                       0.9988732
                     120                       1.0313729
                     125                        1.066605
                     130                       1.1033668
                     135                       1.1404196
                     140                       1.1765338
                     145                       1.2105284
                     150                       1.2413056
                     155                       1.2678789
                     160                        1.289394
                     165                       1.3051445
                     170                       1.3145828
                     175                       1.3173258
                     180                       1.3131566

