        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                        2.105867
                    -175                       2.1442089
                    -170                       2.1224175
                    -165                        2.040443
                    -160                       1.8991237
                    -155                        1.700211
                    -150                       1.4464335
                    -145                       1.1416173
                    -140                      0.79088119
                    -135                      0.40092914
                    -130                    -0.019545396
                    -125                     -0.45934868
                    -120                     -0.90422816
                    -115                      -1.3364234
                    -110                      -1.7346316
                    -105                      -2.0748399
                    -100                      -2.3324788
                     -95                       -2.485986
                     -90                      -2.5210655
                     -85                       -2.434085
                     -80                      -2.2330167
                     -75                      -1.9354065
                     -70                      -1.5644384
                     -65                      -1.1447961
                     -60                      -0.6996104
                     -55                     -0.24885608
                     -50                      0.19108644
                     -45                      0.60718864
                     -40                      0.98925394
                     -35                        1.329364
                     -30                       1.6214043
                     -25                       1.8607029
                     -20                       2.0437778
                     -15                       2.1681726
                     -10                       2.2323614
                      -5                       2.2357029
                       0                       2.1784304
                       5                       2.0616393
                      10                       1.8874149
                      15                       1.6587635
                      20                       1.3797306
                      25                       1.0554503
                      30                      0.69220485
                      35                      0.29747521
                      40                     -0.12003278
                      45                     -0.55040321
                      50                     -0.98259135
                      55                      -1.4045992
                      60                      -1.8037734
                      65                      -2.1672435
                      70                      -2.4825015
                      75                      -2.7380909
                      80                      -2.9243415
                      85                      -3.0340595
                      90                       -3.063067
                      95                       -3.010522
                     100                      -2.8789353
                     105                      -2.6739349
                     110                       -2.403792
                     115                      -2.0788004
                     120                       -1.710597
                     125                      -1.3115018
                     130                     -0.89393918
                     135                     -0.46997018
                     140                    -0.050948632
                     145                      0.35270953
                     150                      0.73166179
                     155                        1.077702
                     160                       1.3837727
                     165                       1.6439445
                     170                       1.8533777
                     175                       2.0082748
                     180                        2.105867

