        Theta / deg                Directivity,Phi=90.0/
----------------------------------------------------------------------
                    -180                       2.1732721
                    -175                       2.2227032
                    -170                       2.2636744
                    -165                       2.2961662
                    -160                       2.3203856
                    -155                       2.3367506
                    -150                        2.345871
                    -145                       2.3485228
                    -140                       2.3456192
                    -135                       2.3381773
                    -130                       2.3272816
                    -125                       2.3140465
                    -120                       2.2995765
                    -115                       2.2849275
                    -110                       2.2710688
                    -105                        2.258849
                    -100                       2.2489643
                     -95                       2.2419339
                     -90                       2.2380803
                     -85                       2.2375183
                     -80                       2.2401487
                     -75                       2.2456654
                     -70                       2.2535653
                     -65                       2.2631678
                     -60                       2.2736409
                     -55                        2.284032
                     -50                       2.2933038
                     -45                        2.300372
                     -40                       2.3041454
                     -35                       2.3035656
                     -30                       2.2976452
                     -25                       2.2855048
                     -20                       2.2664051
                     -15                       2.2397764
                     -10                        2.205242
                      -5                       2.1626376
                       0                       2.1120233
                       5                       2.0536527
                      10                         1.98811
                      15                       1.9161255
                      20                       1.8386656
                      25                       1.7568941
                      30                       1.6721479
                      35                       1.5859076
                      40                       1.4997634
                      45                       1.4153762
                      50                        1.334436
                      55                       1.2586176
                      60                       1.1895352
                      65                       1.1286972
                      70                       1.0774634
                      75                       1.0370042
                      80                       1.0082653
                      85                      0.99193849
                      90                      0.98844128
                      95                      0.99789359
                     100                       1.0201266
                     105                       1.0546777
                     110                       1.1008057
                     115                        1.157513
                     120                       1.2235751
                     125                       1.2975773
                     130                       1.3779563
                     135                       1.4630451
                     140                       1.5511206
                     145                        1.640451
                     150                       1.7293415
                     155                       1.8161782
                     160                       1.8994672
                     165                       1.9778696
                     170                       2.0502301
                     175                       2.1156002
                     180                       2.1732721

