        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       1.3179803
                    -175                       1.2599603
                    -170                       1.1997186
                    -165                       1.1381518
                    -160                       1.0762099
                    -155                       1.0148579
                    -150                      0.95503964
                    -145                      0.89764646
                    -140                      0.84349251
                    -135                      0.79329889
                    -130                      0.74768595
                    -125                      0.70717342
                    -120                      0.67218662
                    -115                      0.64306661
                    -110                      0.62008239
                    -105                      0.60344277
                    -100                      0.59330658
                     -95                      0.58978991
                     -90                      0.59296969
                     -85                      0.60288393
                     -80                      0.61952776
                     -75                      0.64284343
                     -70                      0.67271352
                     -65                      0.70894751
                     -60                      0.75126878
                     -55                      0.79930197
                     -50                      0.85256241
                     -45                      0.91044917
                     -40                      0.97224348
                     -35                        1.037114
                     -30                       1.1041299
                     -25                       1.1722815
                     -20                       1.2405095
                     -15                       1.3077384
                     -10                       1.3729156
                      -5                       1.4350501
                       0                       1.4932503
                       5                       1.5466895
                      10                       1.5949019
                      15                       1.6373947
                      20                       1.6739282
                      25                       1.7044474
                      30                       1.7290716
                      35                        1.748078
                      40                       1.7618784
                      45                       1.7709914
                      50                       1.7760124
                      55                       1.7775818
                      60                       1.7763542
                      65                       1.7729686
                      70                       1.7680211
                      75                       1.7620406
                      80                       1.7554686
                      85                       1.7486418
                      90                        1.741778
                      95                       1.7349805
                     100                       1.7282148
                     105                       1.7213253
                     110                       1.7140392
                     115                       1.7059787
                     120                       1.6966784
                     125                       1.6856078
                     130                       1.6721978
                     135                       1.6558705
                     140                       1.6360715
                     145                       1.6123031
                     150                       1.5841561
                     155                       1.5513405
                     160                       1.5137097
                     165                       1.4712801
                     170                       1.4242418
                     175                       1.3729603
                     180                       1.3179803

