        Theta / deg                Directivity,Phi=45.0/
----------------------------------------------------------------------
                    -180                       2.3175994
                    -175                        2.423348
                    -170                        2.451648
                    -165                       2.4031586
                    -160                       2.2787747
                    -155                       2.0796549
                    -150                       1.8072764
                    -145                       1.4635456
                    -140                       1.0510077
                    -135                       0.5732271
                    -130                     0.035443758
                    -125                      -0.5543408
                    -120                      -1.1836641
                    -115                      -1.8331524
                    -110                      -2.4734845
                    -105                      -3.0627864
                    -100                      -3.5470442
                     -95                      -3.8674509
                     -90                      -3.9765021
                     -85                      -3.8566962
                     -80                      -3.5286597
                     -75                      -3.0416741
                     -70                       -2.454727
                     -65                      -1.8210488
                     -60                      -1.1814788
                     -55                      -0.5644453
                     -50                     0.011321378
                     -45                      0.53377985
                     -40                      0.99519144
                     -35                       1.3904791
                     -30                       1.7161846
                     -25                       1.9698396
                     -20                       2.1496037
                     -15                       2.2540638
                     -10                       2.2821298
                      -5                       2.2329811
                       0                       2.1060395
                       5                       1.9009543
                      10                       1.6175325
                      15                       1.2558061
                      20                      0.81589397
                      25                      0.29796463
                      30                     -0.29784341
                      35                     -0.97150296
                      40                      -1.7231536
                      45                      -2.5530661
                      50                      -3.4613736
                      55                      -4.4472685
                      60                       -5.507035
                      65                      -6.6296641
                      70                      -7.7878063
                      75                      -8.9212619
                      80                      -9.9144654
                      85                      -10.589295
                      90                      -10.763841
                      95                      -10.379588
                     100                      -9.5541155
                     105                      -8.4808479
                     110                      -7.3174518
                     115                      -6.1570137
                     120                      -5.0454129
                     125                      -4.0026036
                     130                      -3.0361675
                     135                      -2.1483517
                     140                      -1.3393858
                     145                     -0.60893179
                     150                     0.043348309
                     155                      0.61762593
                     160                       1.1139099
                     165                       1.5321134
                     170                       1.8721361
                     175                       2.1339383
                     180                       2.3175994

