        Theta / deg                Directivity,Phi=0.0/
----------------------------------------------------------------------
                    -180                       2.1512724
                    -175                       2.1366009
                    -170                       2.0820935
                    -165                       1.9874243
                    -160                       1.8529295
                    -155                       1.6796602
                    -150                       1.4694619
                    -145                       1.2250888
                    -140                       0.9503599
                    -135                      0.65036074
                    -130                      0.33168417
                    -125                    0.0026850067
                    -120                     -0.32631031
                    -115                     -0.64294265
                    -110                     -0.93305988
                    -105                      -1.1814307
                    -100                      -1.3730493
                     -95                      -1.4949695
                     -90                      -1.5383258
                     -85                      -1.4999511
                     -80                      -1.3830254
                     -75                      -1.1964571
                     -70                     -0.95328359
                     -65                     -0.66864538
                     -60                     -0.35793271
                     -55                     -0.03545507
                     -50                      0.28629554
                     -45                      0.59690139
                     -40                      0.88796831
                     -35                        1.152921
                     -30                       1.3867496
                     -25                       1.5857674
                     -20                       1.7474056
                     -15                       1.8700523
                     -10                       1.9529324
                      -5                       1.9960199
                       0                       1.9999761
                       5                        1.966296
                      10                       1.8966161
                      15                       1.7935325
                      20                        1.660108
                      25                       1.4999489
                      30                       1.3171873
                      35                       1.1164648
                      40                      0.90291336
                      45                      0.68212944
                      50                      0.46013236
                      55                      0.24329608
                      60                     0.038238942
                      65                     -0.14834364
                      70                     -0.30991462
                      75                     -0.44039938
                      80                     -0.53454161
                      85                     -0.58827447
                      90                      -0.5990526
                      95                     -0.56608662
                     100                     -0.49043699
                     105                      -0.3749334
                     110                     -0.22395033
                     115                     -0.04307403
                     120                      0.16127892
                     125                      0.38223555
                     130                      0.61279237
                     135                       0.8460726
                     140                       1.0755118
                     145                        1.294981
                     150                       1.4988609
                     155                       1.6820835
                     160                       1.8401519
                     165                       1.9691491
                     170                       2.0657411
                     175                       2.1271792
                     180                       2.1512724

