        Theta / deg                Directivity,Phi=135.0/
----------------------------------------------------------------------
                    -180                       1.3804536
                    -175                       1.2766116
                    -170                       1.1138548
                    -165                      0.89107779
                    -160                       0.6072258
                    -155                      0.26132946
                    -150                     -0.14744302
                    -145                     -0.61965027
                    -140                      -1.1552943
                    -135                      -1.7532778
                    -130                      -2.4104169
                    -125                      -3.1197208
                    -120                      -3.8675464
                    -115                      -4.6292819
                    -110                      -5.3638516
                    -105                      -6.0094192
                    -100                      -6.4865547
                     -95                      -6.7170453
                     -90                      -6.6566144
                     -85                      -6.3189754
                     -80                      -5.7677849
                     -75                      -5.0847819
                     -70                      -4.3419903
                     -65                      -3.5909453
                     -60                      -2.8640354
                     -55                      -2.1798744
                     -50                      -1.5483807
                     -45                     -0.97439146
                     -40                     -0.45993529
                     -35                   -0.0055671087
                     -30                      0.38888376
                     -25                      0.72391527
                     -20                       1.0001559
                     -15                       1.2182825
                     -10                       1.3790008
                      -5                       1.4830616
                       0                       1.5312968
                       5                       1.5245965
                      10                       1.4642224
                      15                       1.3514997
                      20                       1.1881464
                      25                      0.97632186
                      30                      0.71877395
                      35                      0.41903902
                      40                     0.081713657
                      45                      -0.2871862
                      50                     -0.67977295
                      55                      -1.0857641
                      60                      -1.4919689
                      65                      -1.8819613
                      70                      -2.2362429
                      75                      -2.5332874
                      80                      -2.7517736
                      85                      -2.8739037
                      90                      -2.8890015
                      95                      -2.7959962
                     100                      -2.6037113
                     105                      -2.3287028
                     110                      -1.9917772
                     115                      -1.6145404
                     120                      -1.2169339
                     125                     -0.81598152
                     130                     -0.42549217
                     135                      -0.0563219
                     140                       0.2831293
                     145                      0.58638709
                     150                      0.84843421
                     155                       1.0653348
                     160                       1.2339498
                     165                        1.351727
                     170                       1.4165504
                     175                       1.4266292
                     180                       1.3804536

